顺便,"shun4bian4,shùn biàn,shun4 bian4,shùnbiàn",conveniently; in passing; on the way,"Type the reading, Comrade",Image
无聊,"wú liáo,wúliáo,wu2liao2,wu2 liao2",nonsense; bored; silly; stupid,"Type the reading, Comrade",Image
目的,"mu4di4,mùdì,mù dì,mu4 di4",purpose; aim; goal,"Type the reading, Comrade",Image
低,"di1,dī",low; to lower (one's head); droop,"Type the reading, Comrade",Image
剩,"shèng,sheng4",have as remainder; be left over; surplus,"Type the reading, Comrade",Image
复杂,"fùzá,fu4za2,fu4 za2,fù zá",complicated; complex,"Type the reading, Comrade",Image
社会,"shè huì,she4 hui4,she4hui4,shèhuì",society,"Type the reading, Comrade",Image
故意,"gu4 yi4,gùyì,gu4yi4,gù yì",deliberately; intentional; on purpose,"Type the reading, Comrade",Image
好处,"hao3chu5,hǎo chu,hǎochu,hao3 chu5",benefit; advantage,"Type the reading, Comrade",Image
竟然,"jing4ran2,jìng rán,jìngrán,jing4 ran2",unexpectedly; to one's surprise; go so far as to,"Type the reading, Comrade",Image
表示,"biao3 shi4,biao3shi4,biǎoshì,biǎo shì",express; show; indicate,"Type the reading, Comrade",Image
印象,"yìnxiàng,yin4xiang4,yin4 xiang4,yìn xiàng",impression,"Type the reading, Comrade",Image
出生,"chu1 sheng1,chū shēng,chūshēng,chu1sheng1",be born,"Type the reading, Comrade",Image
估计,"gū jì,gūjì,gu1ji4,gu1 ji4",appraise; estimate,"Type the reading, Comrade",Image
地点,"di4 dian3,dì diǎn,di4dian3,dìdiǎn",place; site; location,"Type the reading, Comrade",Image
轻,"qīng,qing1",light; easy; gentle; soft,"Type the reading, Comrade",Image
轻松,"qing1 song1,qīngsōng,qīng sōng,qing1song1",relaxed; gentle; easygoing,"Type the reading, Comrade",Image
作用,"zuo4 yong4,zuòyòng,zuo4yong4,zuò yòng",action; activity; effect,"Type the reading, Comrade",Image
举,"ju3,jǔ",lift; raise; cite,"Type the reading, Comrade",Image
小伙子,"xiǎo huǒ zi,xiao3 huo3 zi5,xiao3huo3zi5,xiǎohuǒzi",young man; lad; youngster,"Type the reading, Comrade",Image
著名,"zhu4ming2,zhùmíng,zhu4 ming2,zhù míng",famous; well-known; celebration,"Type the reading, Comrade",Image
免费,"mian3fei4,mian3  fei4,miǎn  fèi,miǎnfèi",free (of charge); no cost,"Type the reading, Comrade",Image
伤心,"shang1 xin1,shāngxīn,shāng xīn,shang1xin1",sad; grieve; brokenhearted,"Type the reading, Comrade",Image
记者,"jì zhě,ji4zhe3,ji4 zhe3,jìzhě",reporter; journalist,"Type the reading, Comrade",Image
仔细,"zǐ xì,zi3xi4,zǐxì,zi3 xi4",careful; attentive; cautious,"Type the reading, Comrade",Image
巧克力,"qiao3ke4li4,qiǎo kè lì,qiǎokèlì,qiao3 ke4 li4",chocolate,"Type the reading, Comrade",Image
辣,"là,la4",hot (spicy),"Type the reading, Comrade",Image
互相,"hù xiāng,hùxiāng,hu4xiang1,hu4 xiang1",mutually; with each other,"Type the reading, Comrade",Image
厕所,"cè suǒ,cèsuǒ,ce4 suo3,ce4suo3",bathroom; toilet; lavatory,"Type the reading, Comrade",Image
过程,"guo4cheng2,guòchéng,guo4 cheng2,guò chéng",course of events; process,"Type the reading, Comrade",Image
申请,"shēnqǐng,shen1qing3,shēn qǐng,shen1 qing3",apply for; application,"Type the reading, Comrade",Image
引起,"yin3 qi3,yǐn qǐ,yǐnqǐ,yin3qi3",give rise to; lead to; to cause; arouse,"Type the reading, Comrade",Image
发展,"fa1zhan3,fāzhǎn,fa1 zhan3,fā zhǎn",develop; development; growth,"Type the reading, Comrade",Image
毕业,"bi4  ye4,bìyè,bì  yè,bi4ye4",to graduate; to finish school,"Type the reading, Comrade",Image
正式,"zhèng shì,zhèngshì,zheng4 shi4,zheng4shi4",formal; official,"Type the reading, Comrade",Image
厨房,"chu2fang2,chu2 fang2,chú fáng,chúfáng",kitchen,"Type the reading, Comrade",Image
专业,"zhuan1 ye4,zhuānyè,zhuan1ye4,zhuān yè",profession; specialized field of study; major,"Type the reading, Comrade",Image
吸引,"xīyǐn,xi1 yin3,xī yǐn,xi1yin3","attract (interest, investment, etc.)","Type the reading, Comrade",Image
心情,"xin1 qing2,xīn qíng,xin1qing2,xīnqíng",mood; state of mind,"Type the reading, Comrade",Image
祝贺,"zhu4 he4,zhù hè,zhùhè,zhu4he4",congratulate,"Type the reading, Comrade",Image
条件,"tiao2jian4,tiáo jiàn,tiao2 jian4,tiáojiàn",condition; circumstances; prerequisite,"Type the reading, Comrade",Image
千万,"qiān wàn,qian1wan4,qian1 wan4,qiānwàn",ten million; be sure to; must,"Type the reading, Comrade",Image
糖,"táng,tang2",sugar; candy; sweets,"Type the reading, Comrade",Image
趟,"tang4,tàng",trips [counter word],"Type the reading, Comrade",Image
由于,"yóuyú,yóu yú,you2yu2,you2 yu2",due to; owing to; as a result of; thanks to,"Type the reading, Comrade",Image
密码,"mì mǎ,mi4 ma3,mi4ma3,mìmǎ",password; secret code,"Type the reading, Comrade",Image
倍,"bèi,bei4","(two, three, etc)-fold; times (multiplier)","Type the reading, Comrade",Image
擦,"ca1,cā",to wipe; to rub; to polish,"Type the reading, Comrade",Image
尤其,"you2 qi2,yóuqí,you2qi2,yóu qí",especially; particularly,"Type the reading, Comrade",Image
经验,"jīng yàn,jing1 yan4,jing1yan4,jīngyàn",experience,"Type the reading, Comrade",Image
盒子,"he2 zi5,he2zi5,hézi,hé zi",box,"Type the reading, Comrade",Image
干杯,"gān  bēi,gan1bei1,gānbēi,gan1  bei1",to drink a toast; cheers!; bottoms up!,"Type the reading, Comrade",Image
看法,"kan4 fa3,kan4fa3,kànfǎ,kàn fǎ",point of view; opinion,"Type the reading, Comrade",Image
脏,"zang1,zāng",filthy; dirty | internal organs; viscera,"Type the reading, Comrade",Image
艺术,"yi4shu4,yi4 shu4,yìshù,yì shù",art,"Type the reading, Comrade",Image
速度,"su4du4,su4 du4,sùdù,sù dù",speed; rate; velocity,"Type the reading, Comrade",Image
勇敢,"yǒnggǎn,yǒng gǎn,yong3gan3,yong3 gan3",brave; courageous,"Type the reading, Comrade",Image
数字,"shùzì,shu4 zi4,shù zì,shu4zi4",number; numeral; figure; digit,"Type the reading, Comrade",Image
暂时,"zan4 shi2,zànshí,zàn shí,zan4shi2",temporary; transient; for the moment,"Type the reading, Comrade",Image
优秀,"yōuxiù,you1 xiu4,yōu xiù,you1xiu4",outstanding; excellent,"Type the reading, Comrade",Image
笑话,"xiào hua,xiàohua,xiao4hua5,xiao4 hua5",joke; laugh at,"Type the reading, Comrade",Image
可惜,"kěxī,ke3xi1,kě xī,ke3 xi1",it's a pity; regrettable; too bad,"Type the reading, Comrade",Image
响,"xiang3,xiǎng",make a sound; to ring; echo,"Type the reading, Comrade",Image
省,"shěng,sheng3",to save; economize; omit; province | examine oneself; to visit; be aware,"Type the reading, Comrade",Image
笨,"ben4,bèn",stupid; foolish; silly; dumb; clumsy,"Type the reading, Comrade",Image
科学,"ke1 xue2,kēxué,kē xué,ke1xue2",science; scientific knowledge,"Type the reading, Comrade",Image
餐厅,"cāntīng,can1ting1,can1 ting1,cān tīng",dining hall; cafeteria; restaurant,"Type the reading, Comrade",Image
各,"ge4,gè",each; every,"Type the reading, Comrade",Image
距离,"ju4 li2,jùlí,ju4li2,jù lí",distance; be apart; away from,"Type the reading, Comrade",Image
窗户,"chuang1 hu5,chuānghu,chuāng hu,chuang1hu5",window,"Type the reading, Comrade",Image
空气,"kōngqì,kōng qì,kong1qi4,kong1 qi4",air,"Type the reading, Comrade",Image
护士,"hù shi,hu4 shi5,hu4shi5,hùshi",nurse,"Type the reading, Comrade",Image
后悔,"hou4 hui3,hòuhuǐ,hou4hui3,hòu huǐ",to regret; repent,"Type the reading, Comrade",Image
大约,"da4yue1,dà yuē,dàyuē,da4 yue1",approximately; about,"Type the reading, Comrade",Image
内容,"nèi róng,nèiróng,nei4 rong2,nei4rong2",content; substance; details,"Type the reading, Comrade",Image
规定,"guī dìng,gui1 ding4,guīdìng,gui1ding4",regulation; stipulate; fix; set,"Type the reading, Comrade",Image
效果,"xiao4 guo3,xiao4guo3,xiàoguǒ,xiào guǒ",effect; result,"Type the reading, Comrade",Image
现金,"xian4 jin1,xian4jin1,xiànjīn,xiàn jīn",cash,"Type the reading, Comrade",Image
儿童,"er2 tong2,er2tong2,értóng,ér tóng",child; children,"Type the reading, Comrade",Image
租,"zū,zu1",to rent,"Type the reading, Comrade",Image
篇,"piān,pian1",sheet; (mw for articles); piece of writing,"Type the reading, Comrade",Image
浪漫,"lang4 man4,lang4man4,làngmàn,làng màn",romantic,"Type the reading, Comrade",Image
态度,"tài du,tàidu,tai4 du5,tai4du5",manner; bearing; attitude,"Type the reading, Comrade",Image
自信,"zi4xin4,zìxìn,zì xìn,zi4 xin4",self-confidence,"Type the reading, Comrade",Image
吃惊,"chi1  jing1,chi1jing1,chījīng,chī  jīng",be startled; be shocked; be amazed,"Type the reading, Comrade",Image
熟悉,"shú xī,shúxī,shu2 xi1,shu2xi1",familiar with; know well,"Type the reading, Comrade",Image
按照,"an4zhao4,ànzhào,an4 zhao4,àn zhào",according to; in accordance with; in light of,"Type the reading, Comrade",Image
世纪,"shi4ji4,shì jì,shìjì,shi4 ji4",century,"Type the reading, Comrade",Image
回忆,"hui2 yi4,huíyì,huí yì,hui2yi4",to recall; recollect,"Type the reading, Comrade",Image
相同,"xiāngtóng,xiang1tong2,xiang1 tong2,xiāng tóng",identical; same; alike,"Type the reading, Comrade",Image
重点,"zhong4dian3,zhong4 dian3,zhòngdiǎn,zhòng diǎn",emphasis; main point,"Type the reading, Comrade",Image
教育,"jiao4yu4,jiao4 yu4,jiào yù,jiàoyù",education,"Type the reading, Comrade",Image
受不了,"shòu  bu  liǎo,shòubuliǎo,shou4  bu5  liao3,shou4bu5liao3",cannot endure; unbearable; can't stand,"Type the reading, Comrade",Image
皮肤,"pí fū,pi2 fu1,pi2fu1,pífū",skin,"Type the reading, Comrade",Image
区别,"qu1 bie2,qū bié,qu1bie2,qūbié",difference; distinguish,"Type the reading, Comrade",Image
左右,"zuǒyòu,zuǒ yòu,zuo3 you4,zuo3you4",about; approximate; around | left and right,"Type the reading, Comrade",Image
阳光,"yángguāng,yang2guang1,yang2 guang1,yáng guāng",sunshine; sunlight,"Type the reading, Comrade",Image
页,"yè,ye4",page; leaf (Kangxi radical 181),"Type the reading, Comrade",Image
文章,"wén zhāng,wen2zhang1,wen2 zhang1,wénzhāng",article; essay,"Type the reading, Comrade",Image
语言,"yu3yan2,yǔyán,yu3 yan2,yǔ yán",language,"Type the reading, Comrade",Image
标准,"biao1 zhun3,biāo zhǔn,biāozhǔn,biao1zhun3",(an official) standard; norm; criterion,"Type the reading, Comrade",Image
管理,"guan3li3,guǎn lǐ,guǎnlǐ,guan3 li3",supervise; manage,"Type the reading, Comrade",Image
误会,"wu4 hui4,wùhuì,wù huì,wu4hui4",to misunderstand; to mistake,"Type the reading, Comrade",Image
桥,"qiao2,qiáo",bridge,"Type the reading, Comrade",Image
举行,"jǔxíng,ju3 xing2,jǔ xíng,ju3xing2","convene; to hold (a meeting, ceremony, etc.)","Type the reading, Comrade",Image
肚子,"dùzi,du4 zi5,du4zi5,dù zi",belly; abdomen; stomach,"Type the reading, Comrade",Image
不仅,"bùjǐn,bù jǐn,bu4jin3,bu4 jin3",not only; not just,"Type the reading, Comrade",Image
饼干,"bǐnggān,bing3 gan1,bing3gan1,bǐng gān",biscuit; cracker; cookie,"Type the reading, Comrade",Image
国际,"guo2ji4,guó jì,guo2 ji4,guójì",international,"Type the reading, Comrade",Image
信心,"xìnxīn,xin4 xin1,xìn xīn,xin4xin1",confidence; faith (in sb. or sth.),"Type the reading, Comrade",Image
抬,"tái,tai2",to lift; to raise (with both palms up); carry (together),"Type the reading, Comrade",Image
竞争,"jìngzhēng,jing4zheng1,jing4 zheng1,jìng zhēng",compete,"Type the reading, Comrade",Image
汤,"tang1,tāng",soup; broth,"Type the reading, Comrade",Image
作家,"zuo4jia1,zuo4 jia1,zuòjiā,zuò jiā",author; writer,"Type the reading, Comrade",Image
诚实,"cheng2shi2,chéng shí,cheng2 shi2,chéngshí",honest; honorable,"Type the reading, Comrade",Image
顾客,"gu4ke4,gùkè,gù kè,gu4 ke4",customer; client,"Type the reading, Comrade",Image
存,"cun2,cún",exist; to deposit; to store,"Type the reading, Comrade",Image
香,"xiāng,xiang1",fragrant; savory (Kangxi radical 186),"Type the reading, Comrade",Image
打扮,"da3ban5,dǎban,da3 ban5,dǎ ban",dress up; put on make up,"Type the reading, Comrade",Image
交流,"jiāo liú,jiao1 liu2,jiāoliú,jiao1liu2",communicate; exchange; give and take; interaction; to alternate,"Type the reading, Comrade",Image
年龄,"nian2 ling2,nian2ling2,nián líng,niánlíng",(a person's) age,"Type the reading, Comrade",Image
小说,"xiao3 shuo1,xiǎoshuō,xiao3shuo1,xiǎo shuō",novel; fiction,"Type the reading, Comrade",Image
符合,"fú hé,fu2he2,fu2 he2,fúhé",in keeping with; in accordance with; conform,"Type the reading, Comrade",Image
交通,"jiao1 tong1,jiao1tong1,jiāo tōng,jiāotōng",traffic; transportation,"Type the reading, Comrade",Image
共同,"gòngtóng,gong4tong2,gòng tóng,gong4 tong2",together; common; joint,"Type the reading, Comrade",Image
稍微,"shao1wei1,shao1 wei1,shāo wēi,shāowēi",a little bit; slightly,"Type the reading, Comrade",Image
增加,"zēng jiā,zēngjiā,zeng1jia1,zeng1 jia1",to increase; to raise; add,"Type the reading, Comrade",Image
敲,"qiāo,qiao1",knock; blackmail,"Type the reading, Comrade",Image
适应,"shi4 ying4,shì yìng,shìyìng,shi4ying4",to suit; to fit; adapt,"Type the reading, Comrade",Image
苦,"kǔ,ku3",bitter; miserable,"Type the reading, Comrade",Image
辛苦,"xīnkǔ,xin1 ku3,xīn kǔ,xin1ku3",hard; exhausting; toilsome; laborious,"Type the reading, Comrade",Image
然而,"rán 'ér,rán'ér,ran2'er2,ran2 'er2",however; yet; but,"Type the reading, Comrade",Image
耐心,"nai4 xin1,nai4xin1,nàixīn,nài xīn",to be patient,"Type the reading, Comrade",Image
将来,"jiang1 lai2,jiang1lai2,jiāng lái,jiānglái",the future,"Type the reading, Comrade",Image
沙发,"shā fā,sha1 fa1,shāfā,sha1fa1",sofa,"Type the reading, Comrade",Image
最好,"zui4 hao3,zui4hao3,zuìhǎo,zuì hǎo",the best; had better ...; it would be best,"Type the reading, Comrade",Image
禁止,"jìnzhǐ,jin4 zhi3,jìn zhǐ,jin4zhi3",to ban; prohibit,"Type the reading, Comrade",Image
经济,"jīng jì,jing1ji4,jing1 ji4,jīngjì",economy; economic,"Type the reading, Comrade",Image
座位,"zuòwèi,zuo4wei4,zuò wèi,zuo4 wei4",seat; place,"Type the reading, Comrade",Image
购物,"gòuwù,gou4 wu4,gòu wù,gou4wu4",go shopping; buy goods,"Type the reading, Comrade",Image
抽烟,"chōu yān,chou1 yan1,chōuyān,chou1yan1","to smoke (a cigarette, pipe, etc.)","Type the reading, Comrade",Image
航班,"hang2 ban1,háng bān,hángbān,hang2ban1",scheduled flight; flight number,"Type the reading, Comrade",Image
礼貌,"li3 mao4,lǐ mào,li3mao4,lǐmào",courtesy; politeness; manners,"Type the reading, Comrade",Image
提前,"tí qián,ti2 qian2,tíqián,ti2qian2",shift to an earlier date; bring forward; to advance,"Type the reading, Comrade",Image
判断,"pan4 duan4,pan4duan4,pànduàn,pàn duàn",to judge; judgment; to decide,"Type the reading, Comrade",Image
胳膊,"gēbo,ge1bo5,ge1 bo5,gē bo",arm,"Type the reading, Comrade",Image
整理,"zhěnglǐ,zheng3li3,zheng3 li3,zhěng lǐ",put in order; arrange; straighten up; to tidy; to pack (luggage),"Type the reading, Comrade",Image
森林,"sen1 lin2,sēnlín,sēn lín,sen1lin2",forest,"Type the reading, Comrade",Image
同情,"tong2 qing2,tóngqíng,tóng qíng,tong2qing2",compassion; sympathy,"Type the reading, Comrade",Image
网站,"wang3 zhan4,wǎngzhàn,wǎng zhàn,wang3zhan4",website,"Type the reading, Comrade",Image
商量,"shang1liang5,shang1 liang5,shāng liang,shāngliang",consult; talk over; discuss,"Type the reading, Comrade",Image
眼镜,"yan3jing4,yǎnjìng,yan3 jing4,yǎn jìng",glasses; spectacles,"Type the reading, Comrade",Image
镜子,"jing4 zi5,jìng zi,jing4zi5,jìngzi",mirror,"Type the reading, Comrade",Image
广播,"guǎng bō,guang3bo1,guang3 bo1,guǎngbō",broadcast; on the air,"Type the reading, Comrade",Image
专门,"zhuan1 men2,zhuān mén,zhuan1men2,zhuānmén",specialized,"Type the reading, Comrade",Image
弹钢琴,"tan2  gang1 qin2,tan2gang1qin2,tán  gāng qín,tángāngqín",play the piano,"Type the reading, Comrade",Image
尝,"chang2,cháng",to taste; flavor; (past tense marker),"Type the reading, Comrade",Image
流行,"liu2xing2,liu2 xing2,liúxíng,liú xíng",spread; prevalent; be popular,"Type the reading, Comrade",Image
材料,"cái liào,cai2liao4,cai2 liao4,cáiliào",material,"Type the reading, Comrade",Image
对话,"dui4 hua4,duìhuà,dui4hua4,duì huà",dialogue; conversation,"Type the reading, Comrade",Image
详细,"xiang2xi4,xiáng xì,xiángxì,xiang2 xi4",detailed; in detail; minute,"Type the reading, Comrade",Image
随着,"sui2 zhe5,suízhe,sui2zhe5,suí zhe",along with; in the wake of,"Type the reading, Comrade",Image
降落,"jiàng luò,jiang4luo4,jiàngluò,jiang4 luo4",descend; to land; put down,"Type the reading, Comrade",Image
功夫,"gōng fu,gong1 fu5,gōngfu,gong1fu5",kung fu; skill; art; labor,"Type the reading, Comrade",Image
严格,"yan2 ge2,yan2ge2,yán gé,yángé",strict; stringent; tight,"Type the reading, Comrade",Image
日记,"rì jì,rìjì,ri4 ji4,ri4ji4",diary,"Type the reading, Comrade",Image
偶尔,"ǒu 'ěr,ou3 'er3,ǒu'ěr,ou3'er3",occasionally; once in a while; sometimes,"Type the reading, Comrade",Image
实际,"shí jì,shíjì,shi2 ji4,shi2ji4",actual; reality; practice,"Type the reading, Comrade",Image
友好,"you3 hao3,yǒuhǎo,yǒu hǎo,you3hao3",friendly (relations); close friends,"Type the reading, Comrade",Image
相反,"xiang1fan3,xiāng fǎn,xiang1 fan3,xiāngfǎn",opposite; contrary,"Type the reading, Comrade",Image
大夫,"dai4fu5,dài fu,dàifu,dai4 fu5",doctor; physician,"Type the reading, Comrade",Image
友谊,"yǒuyì,you3yi4,yǒu yì,you3 yi4",friendship; companionship,"Type the reading, Comrade",Image
准确,"zhun3 que4,zhun3que4,zhǔnquè,zhǔn què",accurate; precise,"Type the reading, Comrade",Image
平时,"píngshí,ping2shi2,ping2 shi2,píng shí",ordinarily; in normal times; in peacetime,"Type the reading, Comrade",Image
对面,"duì miàn,duìmiàn,dui4mian4,dui4 mian4",opposite; across from; the other side,"Type the reading, Comrade",Image
脾气,"pí qi,pi2 qi5,píqi,pi2qi5",temperament; disposition; temper,"Type the reading, Comrade",Image
价格,"jia4 ge2,jiàgé,jià gé,jia4ge2",price,"Type the reading, Comrade",Image
性格,"xing4ge2,xìng gé,xìnggé,xing4 ge2",nature; personality; temperament,"Type the reading, Comrade",Image
鼓励,"gu3li4,gu3 li4,gǔ lì,gǔlì",encourage; inspire,"Type the reading, Comrade",Image
及时,"ji2shi2,ji2 shi2,jí shí,jíshí",timely; in time; promptly; without delay,"Type the reading, Comrade",Image
迷路,"mílù,mi2 lu4,mi2lu4,mí lù",to get lost,"Type the reading, Comrade",Image
棵,"kē,ke1",(mw for plants),"Type the reading, Comrade",Image
理想,"lǐxiǎng,lǐ xiǎng,li3 xiang3,li3xiang3",ideal,"Type the reading, Comrade",Image
工资,"gōngzī,gōng zī,gong1 zi1,gong1zi1",wages; pay; earnings; salary,"Type the reading, Comrade",Image
散步,"sàn  bù,san4bu4,sànbù,san4  bu4",to go for a walk,"Type the reading, Comrade",Image
只好,"zhi3 hao3,zhǐ hǎo,zhi3hao3,zhǐhǎo",have to; be forced to,"Type the reading, Comrade",Image
感动,"gan3 dong4,gǎndòng,gǎn dòng,gan3dong4",be moved; to touch emotionally,"Type the reading, Comrade",Image
知识,"zhi1shi5,zhī shi,zhi1 shi5,zhīshi",knowledge; intellectual,"Type the reading, Comrade",Image
难受,"nan2 shou4,nan2shou4,nánshòu,nán shòu",feel unwell; to suffer pain,"Type the reading, Comrade",Image
奖金,"jiang3jin1,jiǎngjīn,jiang3 jin1,jiǎng jīn",bonus,"Type the reading, Comrade",Image
幽默,"you1 mo4,yōu mò,you1mo4,yōumò",humorous,"Type the reading, Comrade",Image
孙子,"sun1zi5,sūn zi,sun1 zi5,sūnzi",grandson; son's son,"Type the reading, Comrade",Image
汗,"han4,hàn",sweat; perspiration; Khan,"Type the reading, Comrade",Image
收入,"shou1ru4,shōu rù,shōurù,shou1 ru4",take in; income; revenue,"Type the reading, Comrade",Image
酸,"suān,suan1",sour; sore; ache,"Type the reading, Comrade",Image
公里,"gong1li3,gong1 li3,gōnglǐ,gōng lǐ",kilometer,"Type the reading, Comrade",Image
害羞,"hàixiū,hai4  xiu1,hài  xiū,hai4xiu1",blush; shy,"Type the reading, Comrade",Image
基础,"ji1chu3,jīchǔ,jī chǔ,ji1 chu3",base; foundation,"Type the reading, Comrade",Image
准时,"zhǔn shí,zhun3 shi2,zhǔnshí,zhun3shi2",punctually; on time,"Type the reading, Comrade",Image
积极,"ji1 ji2,jījí,jī jí,ji1ji2",active; positive; energetic,"Type the reading, Comrade",Image
富,"fù,fu4",wealthy,"Type the reading, Comrade",Image
力气,"li4 qi5,li4qi5,lìqi,lì qi",physical strength; effort,"Type the reading, Comrade",Image
入口,"rùkǒu,rù kǒu,ru4 kou3,ru4kou3",entrance,"Type the reading, Comrade",Image
袜子,"wa4 zi5,wà zi,wa4zi5,wàzi",socks; stockings,"Type the reading, Comrade",Image
烦恼,"fan2 nao3,fán nǎo,fan2nao3,fánnǎo",worried; vexed,"Type the reading, Comrade",Image
举办,"ju3ban4,jǔ bàn,ju3 ban4,jǔbàn",to conduct; to hold,"Type the reading, Comrade",Image
修理,"xiūlǐ,xiu1 li3,xiu1li3,xiū lǐ",to repair; perform maintenance; to overhaul,"Type the reading, Comrade",Image
减少,"jiǎnshǎo,jiǎn shǎo,jian3 shao3,jian3shao3",reduce; to decrease,"Type the reading, Comrade",Image
亲戚,"qin1qi5,qīnqi,qin1 qi5,qīn qi",a relative (i.e. family relation),"Type the reading, Comrade",Image
参观,"can1 guan1,cān guān,cānguān,can1guan1","to visit (a place, such as a tourist spot); inspect","Type the reading, Comrade",Image
丰富,"feng1fu4,fēng fù,fēngfù,feng1 fu4",rich; enrich; abundant; plentiful,"Type the reading, Comrade",Image
果汁,"guǒzhī,guo3zhi1,guǒ zhī,guo3 zhi1",fruit juice,"Type the reading, Comrade",Image
毛巾,"mao2jin1,máo jīn,máojīn,mao2 jin1",towel; washcloth,"Type the reading, Comrade",Image
作者,"zuo4zhe3,zuo4 zhe3,zuòzhě,zuò zhě",author; writer,"Type the reading, Comrade",Image
海洋,"hai3yang2,hai3 yang2,hǎi yáng,hǎiyáng",ocean,"Type the reading, Comrade",Image
批评,"pī píng,pi1ping2,pi1 ping2,pīpíng",criticize,"Type the reading, Comrade",Image
排队,"pái  duì,pai2  dui4,pai2dui4,páiduì",queue; stand in line,"Type the reading, Comrade",Image
例如,"li4ru2,lìrú,lì rú,li4 ru2",for example; for instance,"Type the reading, Comrade",Image
植物,"zhi2 wu4,zhi2wu4,zhí wù,zhíwù",plant; botanical; vegetation,"Type the reading, Comrade",Image
穷,"qióng,qiong2",poor; exhausted,"Type the reading, Comrade",Image
家具,"jia1 ju4,jia1ju4,jiājù,jiā jù",furniture,"Type the reading, Comrade",Image
盐,"yan2,yán",salt,"Type the reading, Comrade",Image
温度,"wēndù,wen1du4,wen1 du4,wēn dù",temperature,"Type the reading, Comrade",Image
数量,"shùliàng,shu4liang4,shù liàng,shu4 liang4",amount; quantity; number,"Type the reading, Comrade",Image
逛,"guàng,guang4",to stroll; to visit; go window shopping,"Type the reading, Comrade",Image
厚,"hou4,hòu",thick (for flat things); generous,"Type the reading, Comrade",Image
亚洲,"yà zhōu,yàzhōu,ya4 zhou1,ya4zhou1",Asia,"Type the reading, Comrade",Image
来不及,"lái  bu  jí,láibují,lai2bu5ji2,lai2  bu5  ji2",there's not enough time (to do something); it's too late,"Type the reading, Comrade",Image
师傅,"shī fu,shi1 fu5,shīfu,shi1fu5",master; qualified worker; teacher,"Type the reading, Comrade",Image
污染,"wu1ran3,wūrǎn,wū rǎn,wu1 ran3",pollution; contamination,"Type the reading, Comrade",Image
来得及,"lai2  de5  ji2,lái  de  jí,lai2de5ji2,láidejí",there's still time,"Type the reading, Comrade",Image
减肥,"jiǎn féi,jian3fei2,jiǎnféi,jian3 fei2",go on a diet; lose weight,"Type the reading, Comrade",Image
客厅,"ke4ting1,kètīng,kè tīng,ke4 ting1",living room; parlor,"Type the reading, Comrade",Image
缺少,"quēshǎo,que1shao3,quē shǎo,que1 shao3",to lack; be short of; be deficient in,"Type the reading, Comrade",Image
老虎,"lao3 hu3,lǎohǔ,lao3hu3,lǎo hǔ",tiger,"Type the reading, Comrade",Image
降低,"jiang4 di1,jiang4di1,jiàngdī,jiàng dī",reduce; to lower; to drop,"Type the reading, Comrade",Image
云,"yún,yun2",cloud; Yunnan province | say; speak,"Type the reading, Comrade",Image
质量,"zhìliàng,zhi4liang4,zhi4 liang4,zhì liàng",quality; mass (physics),"Type the reading, Comrade",Image
学期,"xue2 qi1,xué qī,xuéqī,xue2qi1",semester; school term,"Type the reading, Comrade",Image
卫生间,"wei4 sheng1 jian1,wei4sheng1jian1,wèishēngjiān,wèi shēng jiān",restroom; bathroom; water closet (WC),"Type the reading, Comrade",Image
网球,"wǎngqiú,wǎng qiú,wang3qiu2,wang3 qiu2",tennis; tennis ball,"Type the reading, Comrade",Image
其次,"qi2 ci4,qícì,qi2ci4,qí cì",next; secondly,"Type the reading, Comrade",Image
打招呼,"dǎzhāohu,da3 zhao1 hu5,dǎ zhāo hu,da3zhao1hu5",notify; greet; inform,"Type the reading, Comrade",Image
表格,"biao3ge2,biǎogé,biǎo gé,biao3 ge2",form (document),"Type the reading, Comrade",Image
阅读,"yuè dú,yue4du2,yue4 du2,yuèdú",read; reading,"Type the reading, Comrade",Image
信封,"xìnfēng,xin4feng1,xìn fēng,xin4 feng1",envelope,"Type the reading, Comrade",Image
顺序,"shun4xu4,shun4 xu4,shùnxù,shùn xù",sequence; order,"Type the reading, Comrade",Image
放暑假,"fàng  shǔ jià,fàngshǔjià,fang4shu3jia4,fang4  shu3 jia4",have summer vacation,"Type the reading, Comrade",Image
乘坐,"chéngzuò,cheng2 zuo4,chéng zuò,cheng2zuo4",ride; get into (a vehicle),"Type the reading, Comrade",Image
重视,"zhong4 shi4,zhòng shì,zhòngshì,zhong4shi4",to value; take seriously,"Type the reading, Comrade",Image
推迟,"tuīchí,tuī chí,tui1chi2,tui1 chi2",postpone; defer,"Type the reading, Comrade",Image
缺点,"quēdiǎn,que1dian3,que1 dian3,quē diǎn",weak point; defect; fault; shortcoming,"Type the reading, Comrade",Image
加油站,"jiā yóu zhàn,jia1 you2 zhan4,jia1you2zhan4,jiāyóuzhàn",gas station,"Type the reading, Comrade",Image
首都,"shou3 du1,shǒudū,shǒu dū,shou3du1",capital (city),"Type the reading, Comrade",Image
羡慕,"xiànmù,xiàn mù,xian4mu4,xian4 mu4",to envy; admire,"Type the reading, Comrade",Image
零钱,"língqián,líng qián,ling2 qian2,ling2qian2",small change (of money),"Type the reading, Comrade",Image
